StartTime: 2020-12-15 14:02:19.073
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:02:21.957	-0.0161	-0.0226	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4524	-1818
0x50	 14:02:21.977	-0.0161	-0.0226	1.0006	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.29	4.07	305	4524	-1819
0x50	 14:02:21.977	-0.0153	-0.0238	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4523	-1819
0x50	 14:02:21.980	-0.0153	-0.0238	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4524	-1819
0x50	 14:02:22.067	-0.0145	-0.0240	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4524	-1820
0x50	 14:02:22.067	-0.0145	-0.0240	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1821
0x50	 14:02:22.067	-0.0164	-0.0234	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4526	-1822
0x50	 14:02:22.067	-0.0164	-0.0234	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4525	-1821
0x50	 14:02:22.067	-0.0159	-0.0221	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4525	-1820
0x50	 14:02:22.067	-0.0159	-0.0221	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	304	4526	-1820
0x50	 14:02:22.067	-0.0160	-0.0226	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	304	4526	-1820
0x50	 14:02:22.088	-0.0160	-0.0226	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	304	4527	-1821
0x50	 14:02:22.088	-0.0154	-0.0226	0.9998	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4527	-1821
0x50	 14:02:22.088	-0.0154	-0.0226	0.9998	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.29	4.07	304	4525	-1820
0x50	 14:02:22.101	-0.0156	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.32	4.07	304	4525	-1819
0x50	 14:02:22.101	-0.0156	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.32	4.07	303	4524	-1820
0x50	 14:02:22.115	-0.0165	-0.0237	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.31	4.07	303	4525	-1820
0x50	 14:02:22.168	-0.0165	-0.0237	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.31	4.07	303	4524	-1820
0x50	 14:02:22.168	-0.0165	-0.0226	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.31	4.07	304	4523	-1820
0x50	 14:02:22.168	-0.0165	-0.0226	1.0004	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.31	4.07	304	4523	-1819
0x50	 14:02:22.168	-0.0165	-0.0236	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4524	-1819
0x50	 14:02:22.172	-0.0165	-0.0236	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4526	-1818
0x50	 14:02:22.172	-0.0164	-0.0240	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	305	4527	-1817
0x50	 14:02:22.195	-0.0164	-0.0240	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4527	-1816
0x50	 14:02:22.202	-0.0155	-0.0243	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1816
0x50	 14:02:22.205	-0.0155	-0.0243	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4527	-1816
0x50	 14:02:22.300	-0.0148	-0.0226	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4527	-1816
0x50	 14:02:22.300	-0.0148	-0.0226	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4528	-1817
0x50	 14:02:22.300	-0.0156	-0.0217	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.23	4.07	305	4530	-1818
0x50	 14:02:22.300	-0.0156	-0.0217	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.23	4.07	305	4530	-1818
0x50	 14:02:22.300	-0.0155	-0.0228	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4529	-1818
0x50	 14:02:22.300	-0.0155	-0.0228	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4529	-1816
0x50	 14:02:22.300	-0.0168	-0.0243	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	305	4529	-1817
0x50	 14:02:22.300	-0.0168	-0.0243	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	305	4528	-1817
0x50	 14:02:22.300	-0.0160	-0.0231	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4528	-1817
0x50	 14:02:22.309	-0.0160	-0.0231	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4527	-1816
0x50	 14:02:22.326	-0.0154	-0.0219	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4526	-1816
0x50	 14:02:22.331	-0.0154	-0.0219	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1817
0x50	 14:02:22.333	-0.0156	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1819
0x50	 14:02:22.354	-0.0156	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1819
0x50	 14:02:22.360	-0.0164	-0.0234	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1821
0x50	 14:02:22.396	-0.0164	-0.0234	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4528	-1823
0x50	 14:02:22.397	-0.0167	-0.0240	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4529	-1823
0x50	 14:02:22.414	-0.0167	-0.0240	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	305	4529	-1823
0x50	 14:02:22.420	-0.0160	-0.0228	0.9995	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	305	4529	-1824
0x50	 14:02:22.422	-0.0160	-0.0228	0.9995	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	305	4528	-1823
0x50	 14:02:22.429	-0.0150	-0.0232	0.9998	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	305	4527	-1822
0x50	 14:02:22.434	-0.0150	-0.0232	0.9998	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	305	4526	-1821
0x50	 14:02:22.437	-0.0151	-0.0236	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4525	-1821
0x50	 14:02:22.450	-0.0151	-0.0236	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	304	4525	-1822
0x50	 14:02:22.450	-0.0164	-0.0234	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	304	4525	-1822
0x50	 14:02:22.522	-0.0164	-0.0234	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	304	4525	-1822
0x50	 14:02:22.522	-0.0165	-0.0236	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1821
0x50	 14:02:22.522	-0.0165	-0.0236	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4525	-1821
0x50	 14:02:22.522	-0.0150	-0.0229	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1819
0x50	 14:02:22.522	-0.0150	-0.0229	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1818
0x50	 14:02:22.522	-0.0143	-0.0222	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	304	4526	-1818
0x50	 14:02:22.522	-0.0143	-0.0222	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	304	4526	-1816
0x50	 14:02:22.553	-0.0154	-0.0229	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1816
0x50	 14:02:22.553	-0.0154	-0.0229	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1815
0x50	 14:02:22.553	-0.0171	-0.0237	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1814
0x50	 14:02:22.585	-0.0171	-0.0237	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1814
0x50	 14:02:22.621	-0.0175	-0.0242	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	303	4526	-1815
0x50	 14:02:22.621	-0.0175	-0.0242	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4527	-1816
0x50	 14:02:22.621	-0.0159	-0.0225	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	303	4528	-1818
0x50	 14:02:22.621	-0.0159	-0.0225	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	303	4528	-1819
0x50	 14:02:22.621	-0.0146	-0.0220	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.33	4.07	304	4528	-1821
0x50	 14:02:22.621	-0.0146	-0.0220	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.33	4.07	304	4528	-1822
